script starting at 22/11/2018 00:00:16 UTC
from this device:
uid=0(root) gid=0(root) groups=0(root)
10.0.0.1 , 10.0.0.1 , 2.068 , 22/11/2018 00:00:16 UTC  
2606:4700:30::681f:5f3b (2606:4700:30::681f:5f3b , aline.com , 14.568 , 22/11/2018 00:04:07 UTC  
64.28.108.203 , vatican.com , 60.978 , 22/11/2018 00:04:09 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.726 , 22/11/2018 00:04:11 UTC  
nuq04s29-in-x01.1e100.net (2607:f8b0:4005:801::2001 , navycaptain-therealnavy.blogspot.com , 14.002 , 22/11/2018 00:04:13 UTC  
10.0.0.1 , 10.0.0.1 , 1.837 , 22/11/2018 00:04:25 UTC  
nuq04s29-in-x0e.1e100.net (2607:f8b0:4005:801::200e , google.com , 13.864 , 22/11/2018 00:04:27 UTC  
media-router-fp2.prod1.media.vip.gq1.yahoo.com (2001:4998:c:1023::5 , yahoo.com , 34.544 , 22/11/2018 00:04:29 UTC  
2606:4700:30::681f:5e3b (2606:4700:30::681f:5e3b , aline.com , 14.947 , 22/11/2018 00:04:31 UTC  
64.28.108.203 , vatican.com , 62.115 , 22/11/2018 00:04:33 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.970 , 22/11/2018 00:04:36 UTC  
nuq04s29-in-x01.1e100.net (2607:f8b0:4005:801::2001 , navycaptain-therealnavy.blogspot.com , 14.688 , 22/11/2018 00:04:38 UTC  
10.0.0.1 , 10.0.0.1 , 2.075 , 22/11/2018 00:04:50 UTC  
nuq04s29-in-x0e.1e100.net (2607:f8b0:4005:801::200e , google.com , 14.297 , 22/11/2018 00:04:52 UTC  
media-router-fp1.prod1.media.vip.gq1.yahoo.com (2001:4998:c:1023::4 , yahoo.com , 35.074 , 22/11/2018 00:04:54 UTC  
2606:4700:30::681f:5f3b (2606:4700:30::681f:5f3b , aline.com , 14.803 , 22/11/2018 00:04:56 UTC  
64.28.108.203 , vatican.com , 58.753 , 22/11/2018 00:04:58 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.759 , 22/11/2018 00:05:00 UTC  
nuq04s29-in-x01.1e100.net (2607:f8b0:4005:801::2001 , navycaptain-therealnavy.blogspot.com , 14.716 , 22/11/2018 00:05:02 UTC  
10.0.0.1 , 10.0.0.1 , 1.914 , 22/11/2018 00:05:14 UTC  
nuq04s29-in-x0e.1e100.net (2607:f8b0:4005:801::200e , google.com , 14.644 , 22/11/2018 00:05:16 UTC  
media-router-fp2.prod1.media.vip.ne1.yahoo.com (2001:4998:44:41d::4 , yahoo.com , 61.305 , 22/11/2018 00:05:18 UTC  
2606:4700:30::681f:5e3b (2606:4700:30::681f:5e3b , aline.com , 13.811 , 22/11/2018 00:05:21 UTC  
64.28.108.203 , vatican.com , 58.658 , 22/11/2018 00:05:23 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 15.056 , 22/11/2018 00:05:25 UTC  
nuq04s29-in-x01.1e100.net (2607:f8b0:4005:801::2001 , navycaptain-therealnavy.blogspot.com , 13.945 , 22/11/2018 00:05:27 UTC  
10.0.0.1 , 10.0.0.1 , 2.149 , 22/11/2018 00:05:39 UTC  
nuq04s29-in-x0e.1e100.net (2607:f8b0:4005:801::200e , google.com , 14.601 , 22/11/2018 00:05:41 UTC  
media-router-fp1.prod1.media.vip.ne1.yahoo.com (2001:4998:44:41d::3 , yahoo.com , 49.334 , 22/11/2018 00:05:43 UTC  
2606:4700:30::681f:5f3b (2606:4700:30::681f:5f3b , aline.com , 15.015 , 22/11/2018 00:05:46 UTC  
64.28.108.203 , vatican.com , 58.627 , 22/11/2018 00:05:48 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.609 , 22/11/2018 00:05:50 UTC  
nuq04s29-in-x01.1e100.net (2607:f8b0:4005:801::2001 , navycaptain-therealnavy.blogspot.com , 14.434 , 22/11/2018 00:05:52 UTC  
10.0.0.1 , 10.0.0.1 , 1.863 , 22/11/2018 00:06:04 UTC  
nuq04s29-in-x0e.1e100.net (2607:f8b0:4005:801::200e , google.com , 14.630 , 22/11/2018 00:06:06 UTC  
media-router-fp2.prod1.media.vip.bf1.yahoo.com (2001:4998:58:1836::11 , yahoo.com , 82.690 , 22/11/2018 00:06:08 UTC  
2606:4700:30::681f:5e3b (2606:4700:30::681f:5e3b , aline.com , 14.455 , 22/11/2018 00:06:10 UTC  
64.28.108.203 , vatican.com , 58.244 , 22/11/2018 00:06:13 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.376 , 22/11/2018 00:06:15 UTC  
nuq04s29-in-x01.1e100.net (2607:f8b0:4005:801::2001 , navycaptain-therealnavy.blogspot.com , 14.134 , 22/11/2018 00:06:17 UTC  
10.0.0.1 , 10.0.0.1 , 1.826 , 22/11/2018 00:06:29 UTC  
nuq04s29-in-x0e.1e100.net (2607:f8b0:4005:801::200e , google.com , 14.086 , 22/11/2018 00:06:31 UTC  
media-router-fp1.prod1.media.vip.bf1.yahoo.com (2001:4998:58:1836::10 , yahoo.com , 84.272 , 22/11/2018 00:06:33 UTC  
2606:4700:30::681f:5e3b (2606:4700:30::681f:5e3b , aline.com , 15.096 , 22/11/2018 00:06:35 UTC  
64.28.108.203 , vatican.com , 61.195 , 22/11/2018 00:06:37 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 15.539 , 22/11/2018 00:06:40 UTC  
nuq04s29-in-x01.1e100.net (2607:f8b0:4005:801::2001 , navycaptain-therealnavy.blogspot.com , 15.137 , 22/11/2018 00:06:42 UTC  
10.0.0.1 , 10.0.0.1 , 1.993 , 22/11/2018 00:06:54 UTC  
nuq04s29-in-x0e.1e100.net (2607:f8b0:4005:801::200e , google.com , 14.438 , 22/11/2018 00:06:56 UTC  
media-router-fp2.prod1.media.vip.ne1.yahoo.com (2001:4998:44:41d::4 , yahoo.com , 61.161 , 22/11/2018 00:06:58 UTC  
2606:4700:30::681f:5f3b (2606:4700:30::681f:5f3b , aline.com , 14.505 , 22/11/2018 00:07:00 UTC  
64.28.108.203 , vatican.com , 58.279 , 22/11/2018 00:07:02 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.797 , 22/11/2018 00:07:04 UTC  
nuq04s29-in-x01.1e100.net (2607:f8b0:4005:801::2001 , navycaptain-therealnavy.blogspot.com , 13.856 , 22/11/2018 00:07:07 UTC  
10.0.0.1 , 10.0.0.1 , 2.132 , 22/11/2018 00:07:19 UTC  
nuq04s29-in-x0e.1e100.net (2607:f8b0:4005:801::200e , google.com , 14.878 , 22/11/2018 00:07:21 UTC  
media-router-fp1.prod1.media.vip.ne1.yahoo.com (2001:4998:44:41d::3 , yahoo.com , 48.344 , 22/11/2018 00:07:23 UTC  
2606:4700:30::681f:5e3b (2606:4700:30::681f:5e3b , aline.com , 14.522 , 22/11/2018 00:07:25 UTC  
64.28.108.203 , vatican.com , 58.879 , 22/11/2018 00:07:27 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.867 , 22/11/2018 00:07:29 UTC  
nuq04s29-in-x01.1e100.net (2607:f8b0:4005:801::2001 , navycaptain-therealnavy.blogspot.com , 14.908 , 22/11/2018 00:07:31 UTC  
10.0.0.1 , 10.0.0.1 , 2.012 , 22/11/2018 00:07:43 UTC  
nuq04s29-in-x0e.1e100.net (2607:f8b0:4005:801::200e , google.com , 14.128 , 22/11/2018 00:07:45 UTC  
media-router-fp2.prod1.media.vip.ne1.yahoo.com (2001:4998:44:41d::4 , yahoo.com , 60.406 , 22/11/2018 00:07:47 UTC  
2606:4700:30::681f:5f3b (2606:4700:30::681f:5f3b , aline.com , 20.169 , 22/11/2018 00:07:49 UTC  
64.28.108.203 , vatican.com , 58.694 , 22/11/2018 00:07:52 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 15.075 , 22/11/2018 00:07:54 UTC  
nuq04s29-in-x01.1e100.net (2607:f8b0:4005:801::2001 , navycaptain-therealnavy.blogspot.com , 15.600 , 22/11/2018 00:07:56 UTC  
10.0.0.1 , 10.0.0.1 , 2.074 , 22/11/2018 00:08:08 UTC  
nuq04s29-in-x0e.1e100.net (2607:f8b0:4005:801::200e , google.com , 15.868 , 22/11/2018 00:08:10 UTC  
media-router-fp1.prod1.media.vip.gq1.yahoo.com (2001:4998:c:1023::4 , yahoo.com , 34.836 , 22/11/2018 00:08:12 UTC  
2606:4700:30::681f:5e3b (2606:4700:30::681f:5e3b , aline.com , 13.889 , 22/11/2018 00:08:14 UTC  
64.28.108.203 , vatican.com , 59.015 , 22/11/2018 00:08:16 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.852 , 22/11/2018 00:08:19 UTC  
nuq04s29-in-x01.1e100.net (2607:f8b0:4005:801::2001 , navycaptain-therealnavy.blogspot.com , 14.624 , 22/11/2018 00:08:21 UTC  
10.0.0.1 , 10.0.0.1 , 2.012 , 22/11/2018 00:08:33 UTC  
nuq04s29-in-x0e.1e100.net (2607:f8b0:4005:801::200e , google.com , 15.294 , 22/11/2018 00:08:35 UTC  
media-router-fp1.prod1.media.vip.bf1.yahoo.com (2001:4998:58:1836::10 , yahoo.com , 84.144 , 22/11/2018 00:08:37 UTC  
2606:4700:30::681f:5f3b (2606:4700:30::681f:5f3b , aline.com , 15.022 , 22/11/2018 00:08:39 UTC  
64.28.108.203 , vatican.com , 58.375 , 22/11/2018 00:08:41 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 15.250 , 22/11/2018 00:08:43 UTC  
nuq04s29-in-x01.1e100.net (2607:f8b0:4005:801::2001 , navycaptain-therealnavy.blogspot.com , 15.181 , 22/11/2018 00:08:45 UTC  
10.0.0.1 , 10.0.0.1 , 2.131 , 22/11/2018 00:08:58 UTC  
nuq04s29-in-x0e.1e100.net (2607:f8b0:4005:801::200e , google.com , 14.870 , 22/11/2018 00:09:00 UTC  
media-router-fp2.prod1.media.vip.gq1.yahoo.com (2001:4998:c:1023::5 , yahoo.com , 37.149 , 22/11/2018 00:09:02 UTC  
2606:4700:30::681f:5e3b (2606:4700:30::681f:5e3b , aline.com , 14.504 , 22/11/2018 00:09:04 UTC  
64.28.108.203 , vatican.com , 59.277 , 22/11/2018 00:09:06 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 15.191 , 22/11/2018 00:09:08 UTC  
nuq04s29-in-x01.1e100.net (2607:f8b0:4005:801::2001 , navycaptain-therealnavy.blogspot.com , 15.590 , 22/11/2018 00:09:10 UTC  
10.0.0.1 , 10.0.0.1 , 2.090 , 22/11/2018 00:09:22 UTC  
nuq04s29-in-x0e.1e100.net (2607:f8b0:4005:801::200e , google.com , 15.346 , 22/11/2018 00:09:24 UTC  
media-router-fp2.prod1.media.vip.bf1.yahoo.com (2001:4998:58:1836::11 , yahoo.com , 82.479 , 22/11/2018 00:09:26 UTC  
2606:4700:30::681f:5f3b (2606:4700:30::681f:5f3b , aline.com , 15.012 , 22/11/2018 00:09:29 UTC  
64.28.108.203 , vatican.com , 58.677 , 22/11/2018 00:09:31 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 15.602 , 22/11/2018 00:09:33 UTC  
nuq04s29-in-x01.1e100.net (2607:f8b0:4005:801::2001 , navycaptain-therealnavy.blogspot.com , 15.566 , 22/11/2018 00:09:35 UTC  
10.0.0.1 , 10.0.0.1 , 2.028 , 22/11/2018 00:09:47 UTC  
nuq04s29-in-x0e.1e100.net (2607:f8b0:4005:801::200e , google.com , 15.268 , 22/11/2018 00:09:49 UTC  
media-router-fp1.prod1.media.vip.ne1.yahoo.com (2001:4998:44:41d::3 , yahoo.com , 48.994 , 22/11/2018 00:09:51 UTC  
2606:4700:30::681f:5e3b (2606:4700:30::681f:5e3b , aline.com , 14.786 , 22/11/2018 00:09:53 UTC  
64.28.108.203 , vatican.com , 59.663 , 22/11/2018 00:09:55 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 17.552 , 22/11/2018 00:09:57 UTC  
sfo07s13-in-x01.1e100.net (2607:f8b0:4005:804::2001 , navycaptain-therealnavy.blogspot.com , 15.061 , 22/11/2018 00:10:00 UTC  
10.0.0.1 , 10.0.0.1 , 1.969 , 22/11/2018 00:10:12 UTC  
nuq04s29-in-x0e.1e100.net (2607:f8b0:4005:801::200e , google.com , 14.224 , 22/11/2018 00:10:14 UTC  
media-router-fp2.prod1.media.vip.ne1.yahoo.com (2001:4998:44:41d::4 , yahoo.com , 62.939 , 22/11/2018 00:10:16 UTC  
2606:4700:30::681f:5f3b (2606:4700:30::681f:5f3b , aline.com , 14.658 , 22/11/2018 00:10:19 UTC  
64.28.108.203 , vatican.com , 58.939 , 22/11/2018 00:10:21 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.633 , 22/11/2018 00:10:23 UTC  
sfo07s13-in-x01.1e100.net (2607:f8b0:4005:804::2001 , navycaptain-therealnavy.blogspot.com , 14.146 , 22/11/2018 00:10:25 UTC  
10.0.0.1 , 10.0.0.1 , 2.139 , 22/11/2018 00:10:37 UTC  
nuq04s29-in-x0e.1e100.net (2607:f8b0:4005:801::200e , google.com , 13.983 , 22/11/2018 00:10:39 UTC  
media-router-fp1.prod1.media.vip.gq1.yahoo.com (2001:4998:c:1023::4 , yahoo.com , 34.958 , 22/11/2018 00:10:41 UTC  
2606:4700:30::681f:5e3b (2606:4700:30::681f:5e3b , aline.com , 14.241 , 22/11/2018 00:10:43 UTC  
64.28.108.203 , vatican.com , 60.816 , 22/11/2018 00:10:46 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 15.054 , 22/11/2018 00:10:48 UTC  
sfo07s13-in-x01.1e100.net (2607:f8b0:4005:804::2001 , navycaptain-therealnavy.blogspot.com , 14.683 , 22/11/2018 00:10:50 UTC  
10.0.0.1 , 10.0.0.1 , 2.034 , 22/11/2018 00:11:02 UTC  
sfo07s13-in-x0e.1e100.net (2607:f8b0:4005:804::200e , google.com , 15.606 , 22/11/2018 00:11:04 UTC  
media-router-fp1.prod1.media.vip.bf1.yahoo.com (2001:4998:58:1836::10 , yahoo.com , 82.638 , 22/11/2018 00:11:06 UTC  
2606:4700:30::681f:5f3b (2606:4700:30::681f:5f3b , aline.com , 14.335 , 22/11/2018 00:11:08 UTC  
64.28.108.203 , vatican.com , 61.202 , 22/11/2018 00:11:10 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.540 , 22/11/2018 00:11:12 UTC  
sfo07s13-in-x01.1e100.net (2607:f8b0:4005:804::2001 , navycaptain-therealnavy.blogspot.com , 15.065 , 22/11/2018 00:11:15 UTC  
10.0.0.1 , 10.0.0.1 , 2.021 , 22/11/2018 00:11:27 UTC  
sfo07s13-in-x0e.1e100.net (2607:f8b0:4005:804::200e , google.com , 14.234 , 22/11/2018 00:11:29 UTC  
media-router-fp2.prod1.media.vip.gq1.yahoo.com (2001:4998:c:1023::5 , yahoo.com , 35.174 , 22/11/2018 00:11:31 UTC  
2606:4700:30::681f:5e3b (2606:4700:30::681f:5e3b , aline.com , 14.865 , 22/11/2018 00:11:33 UTC  
64.28.108.203 , vatican.com , 58.764 , 22/11/2018 00:11:35 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.415 , 22/11/2018 00:11:37 UTC  
sfo07s13-in-x01.1e100.net (2607:f8b0:4005:804::2001 , navycaptain-therealnavy.blogspot.com , 14.410 , 22/11/2018 00:11:39 UTC  
10.0.0.1 , 10.0.0.1 , 2.028 , 22/11/2018 00:11:51 UTC  
sfo07s13-in-x0e.1e100.net (2607:f8b0:4005:804::200e , google.com , 16.413 , 22/11/2018 00:11:53 UTC  
media-router-fp2.prod1.media.vip.bf1.yahoo.com (2001:4998:58:1836::11 , yahoo.com , 82.529 , 22/11/2018 00:11:55 UTC  
2606:4700:30::681f:5f3b (2606:4700:30::681f:5f3b , aline.com , 14.109 , 22/11/2018 00:11:58 UTC  
64.28.108.203 , vatican.com , 63.530 , 22/11/2018 00:12:00 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 15.053 , 22/11/2018 00:12:02 UTC  
sfo07s13-in-x01.1e100.net (2607:f8b0:4005:804::2001 , navycaptain-therealnavy.blogspot.com , 17.225 , 22/11/2018 00:12:04 UTC  
10.0.0.1 , 10.0.0.1 , 2.080 , 22/11/2018 00:12:16 UTC  
sfo07s13-in-x0e.1e100.net (2607:f8b0:4005:804::200e , google.com , 14.313 , 22/11/2018 00:12:18 UTC  
media-router-fp1.prod1.media.vip.ne1.yahoo.com (2001:4998:44:41d::3 , yahoo.com , 50.045 , 22/11/2018 00:12:20 UTC  
2606:4700:30::681f:5e3b (2606:4700:30::681f:5e3b , aline.com , 14.641 , 22/11/2018 00:12:22 UTC  
64.28.108.203 , vatican.com , 58.399 , 22/11/2018 00:12:24 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.492 , 22/11/2018 00:12:26 UTC  
sfo07s13-in-x01.1e100.net (2607:f8b0:4005:804::2001 , navycaptain-therealnavy.blogspot.com , 14.593 , 22/11/2018 00:12:29 UTC  
10.0.0.1 , 10.0.0.1 , 2.040 , 22/11/2018 00:12:41 UTC  
sfo07s13-in-x0e.1e100.net (2607:f8b0:4005:804::200e , google.com , 14.335 , 22/11/2018 00:12:43 UTC  
media-router-fp2.prod1.media.vip.ne1.yahoo.com (2001:4998:44:41d::4 , yahoo.com , 60.203 , 22/11/2018 00:12:45 UTC  
2606:4700:30::681f:5f3b (2606:4700:30::681f:5f3b , aline.com , 14.665 , 22/11/2018 00:12:47 UTC  
64.28.108.203 , vatican.com , 59.414 , 22/11/2018 00:12:49 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.182 , 22/11/2018 00:12:51 UTC  
sfo07s13-in-x01.1e100.net (2607:f8b0:4005:804::2001 , navycaptain-therealnavy.blogspot.com , 14.195 , 22/11/2018 00:12:53 UTC  
10.0.0.1 , 10.0.0.1 , 2.130 , 22/11/2018 00:13:05 UTC  
sfo07s13-in-x0e.1e100.net (2607:f8b0:4005:804::200e , google.com , 16.491 , 22/11/2018 00:13:07 UTC  
