script starting at 02/12/2018 00:00:06 UTC
from this device:
uid=1001(nettraff) gid=1001(nettraff) groups=1001(nettraff),4(adm),20(dialout),24(cdrom),27(sudo),29(audio),44(video),46(plugdev),60(games),100(users),101(input),108(netdev),997(gpio),998(i2c),999(spi),1000(pi)
10.0.0.1 , 10.0.0.1 , 0.496 , 02/12/2018 00:00:06 UTC  
sfo03s07-in-x0e.1e100.net (2607:f8b0:4005:808::200e , google.com , 12.390 , 02/12/2018 00:00:08 UTC  
media-router-fp2.prod1.media.vip.ne1.yahoo.com (2001:4998:44:41d::4 , yahoo.com , 61.946 , 02/12/2018 00:00:10 UTC  
2606:4700:30::681f:5e3b (2606:4700:30::681f:5e3b , aline.com , 12.726 , 02/12/2018 00:00:12 UTC  
64.28.108.203 , vatican.com , 56.419 , 02/12/2018 00:00:14 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 13.241 , 02/12/2018 00:00:16 UTC  
sfo03s01-in-x01.1e100.net (2607:f8b0:4005:805::2001 , navycaptain-therealnavy.blogspot.com , 13.802 , 02/12/2018 00:00:19 UTC  
10.0.0.1 , 10.0.0.1 , 1.156 , 02/12/2018 00:00:31 UTC  
sfo03s07-in-x0e.1e100.net (2607:f8b0:4005:808::200e , google.com , 16.048 , 02/12/2018 00:00:33 UTC  
media-router-fp1.prod1.media.vip.bf1.yahoo.com (2001:4998:58:1836::10 , yahoo.com , 90.520 , 02/12/2018 00:00:35 UTC  
2606:4700:30::681f:5f3b (2606:4700:30::681f:5f3b , aline.com , 12.563 , 02/12/2018 00:00:37 UTC  
64.28.108.203 , vatican.com , 57.472 , 02/12/2018 00:00:39 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 13.926 , 02/12/2018 00:00:41 UTC  
sfo03s01-in-x01.1e100.net (2607:f8b0:4005:805::2001 , navycaptain-therealnavy.blogspot.com , 13.053 , 02/12/2018 00:00:43 UTC  
10.0.0.1 , 10.0.0.1 , 1.361 , 02/12/2018 00:00:55 UTC  
nuq04s29-in-x0e.1e100.net (2607:f8b0:4005:801::200e , google.com , 12.981 , 02/12/2018 00:00:57 UTC  
media-router-fp1.prod1.media.vip.bf1.yahoo.com (2001:4998:58:1836::10 , yahoo.com , 92.921 , 02/12/2018 00:00:59 UTC  
2606:4700:30::681f:5f3b (2606:4700:30::681f:5f3b , aline.com , 12.927 , 02/12/2018 00:01:02 UTC  
64.28.108.203 , vatican.com , 57.632 , 02/12/2018 00:01:04 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.050 , 02/12/2018 00:01:06 UTC  
nuq04s29-in-x01.1e100.net (2607:f8b0:4005:801::2001 , navycaptain-therealnavy.blogspot.com , 12.952 , 02/12/2018 00:01:08 UTC  
10.0.0.1 , 10.0.0.1 , 1.094 , 02/12/2018 00:01:20 UTC  
nuq04s29-in-x0e.1e100.net (2607:f8b0:4005:801::200e , google.com , 15.653 , 02/12/2018 00:01:22 UTC  
media-router-fp2.prod1.media.vip.bf1.yahoo.com (2001:4998:58:1836::11 , yahoo.com , 85.524 , 02/12/2018 00:01:24 UTC  
2606:4700:30::681f:5f3b (2606:4700:30::681f:5f3b , aline.com , 13.361 , 02/12/2018 00:01:26 UTC  
64.28.108.203 , vatican.com , 57.115 , 02/12/2018 00:01:29 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 13.654 , 02/12/2018 00:01:31 UTC  
sfo03s01-in-x01.1e100.net (2607:f8b0:4005:805::2001 , navycaptain-therealnavy.blogspot.com , 13.262 , 02/12/2018 00:01:33 UTC  
10.0.0.1 , 10.0.0.1 , 1.239 , 02/12/2018 00:01:45 UTC  
nuq04s29-in-x0e.1e100.net (2607:f8b0:4005:801::200e , google.com , 13.169 , 02/12/2018 00:01:47 UTC  
media-router-fp1.prod1.media.vip.gq1.yahoo.com (2001:4998:c:1023::4 , yahoo.com , 32.937 , 02/12/2018 00:01:49 UTC  
2606:4700:30::681f:5f3b (2606:4700:30::681f:5f3b , aline.com , 13.285 , 02/12/2018 00:01:51 UTC  
64.28.108.203 , vatican.com , 59.405 , 02/12/2018 00:01:53 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 13.891 , 02/12/2018 00:01:55 UTC  
sfo03s07-in-x01.1e100.net (2607:f8b0:4005:808::2001 , navycaptain-therealnavy.blogspot.com , 13.181 , 02/12/2018 00:01:57 UTC  
10.0.0.1 , 10.0.0.1 , 1.297 , 02/12/2018 00:02:10 UTC  
sfo03s01-in-x0e.1e100.net (2607:f8b0:4005:805::200e , google.com , 13.052 , 02/12/2018 00:02:12 UTC  
