script starting at 16/11/2018 00:00:17 UTC
from this device:
uid=0(root) gid=0(root) groups=0(root)
10.0.0.1 , 10.0.0.1 , 2.392 , 16/11/2018 00:00:17 UTC  
2606:4700:30::681f:5e3b (2606:4700:30::681f:5e3b , aline.com , 14.418 , 16/11/2018 00:04:04 UTC  
64.28.108.203 , vatican.com , 58.398 , 16/11/2018 00:04:06 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.328 , 16/11/2018 00:04:08 UTC  
nuq04s29-in-x01.1e100.net (2607:f8b0:4005:801::2001 , navycaptain-therealnavy.blogspot.com , 14.946 , 16/11/2018 00:04:10 UTC  
10.0.0.1 , 10.0.0.1 , 1.950 , 16/11/2018 00:04:22 UTC  
nuq04s29-in-x0e.1e100.net (2607:f8b0:4005:801::200e , google.com , 17.036 , 16/11/2018 00:04:24 UTC  
media-router-fp2.prod1.media.vip.gq1.yahoo.com (2001:4998:c:1023::5 , yahoo.com , 34.327 , 16/11/2018 00:04:26 UTC  
2606:4700:30::681f:5f3b (2606:4700:30::681f:5f3b , aline.com , 15.154 , 16/11/2018 00:04:29 UTC  
64.28.108.203 , vatican.com , 59.423 , 16/11/2018 00:04:31 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.632 , 16/11/2018 00:04:33 UTC  
nuq04s29-in-x01.1e100.net (2607:f8b0:4005:801::2001 , navycaptain-therealnavy.blogspot.com , 14.214 , 16/11/2018 00:04:35 UTC  
10.0.0.1 , 10.0.0.1 , 1.933 , 16/11/2018 00:04:47 UTC  
nuq04s29-in-x0e.1e100.net (2607:f8b0:4005:801::200e , google.com , 15.419 , 16/11/2018 00:04:49 UTC  
media-router-fp1.prod1.media.vip.gq1.yahoo.com (2001:4998:c:1023::4 , yahoo.com , 34.659 , 16/11/2018 00:04:51 UTC  
2606:4700:30::681f:5e3b (2606:4700:30::681f:5e3b , aline.com , 15.501 , 16/11/2018 00:04:53 UTC  
64.28.108.203 , vatican.com , 58.832 , 16/11/2018 00:04:55 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.986 , 16/11/2018 00:04:57 UTC  
nuq04s29-in-x01.1e100.net (2607:f8b0:4005:801::2001 , navycaptain-therealnavy.blogspot.com , 17.198 , 16/11/2018 00:05:00 UTC  
10.0.0.1 , 10.0.0.1 , 1.997 , 16/11/2018 00:05:12 UTC  
nuq04s29-in-x0e.1e100.net (2607:f8b0:4005:801::200e , google.com , 16.262 , 16/11/2018 00:05:14 UTC  
media-router-fp2.prod1.media.vip.bf1.yahoo.com (2001:4998:58:1836::11 , yahoo.com , 81.929 , 16/11/2018 00:05:16 UTC  
2606:4700:30::681f:5f3b (2606:4700:30::681f:5f3b , aline.com , 14.769 , 16/11/2018 00:05:18 UTC  
64.28.108.203 , vatican.com , 61.848 , 16/11/2018 00:05:20 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 18.225 , 16/11/2018 00:05:22 UTC  
nuq04s29-in-x01.1e100.net (2607:f8b0:4005:801::2001 , navycaptain-therealnavy.blogspot.com , 17.132 , 16/11/2018 00:05:25 UTC  
10.0.0.1 , 10.0.0.1 , 1.868 , 16/11/2018 00:05:37 UTC  
nuq04s29-in-x0e.1e100.net (2607:f8b0:4005:801::200e , google.com , 14.780 , 16/11/2018 00:05:39 UTC  
media-router-fp2.prod1.media.vip.ne1.yahoo.com (2001:4998:44:41d::4 , yahoo.com , 60.263 , 16/11/2018 00:05:41 UTC  
2606:4700:30::681f:5f3b (2606:4700:30::681f:5f3b , aline.com , 14.987 , 16/11/2018 00:05:43 UTC  
64.28.108.203 , vatican.com , 58.787 , 16/11/2018 00:05:45 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.686 , 16/11/2018 00:05:47 UTC  
nuq04s29-in-x01.1e100.net (2607:f8b0:4005:801::2001 , navycaptain-therealnavy.blogspot.com , 15.141 , 16/11/2018 00:05:50 UTC  
10.0.0.1 , 10.0.0.1 , 2.058 , 16/11/2018 00:06:02 UTC  
nuq04s29-in-x0e.1e100.net (2607:f8b0:4005:801::200e , google.com , 14.317 , 16/11/2018 00:06:04 UTC  
media-router-fp1.prod1.media.vip.bf1.yahoo.com (2001:4998:58:1836::10 , yahoo.com , 82.308 , 16/11/2018 00:06:06 UTC  
2606:4700:30::681f:5e3b (2606:4700:30::681f:5e3b , aline.com , 14.016 , 16/11/2018 00:06:08 UTC  
64.28.108.203 , vatican.com , 59.026 , 16/11/2018 00:06:10 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 15.016 , 16/11/2018 00:06:12 UTC  
nuq04s29-in-x01.1e100.net (2607:f8b0:4005:801::2001 , navycaptain-therealnavy.blogspot.com , 16.501 , 16/11/2018 00:06:14 UTC  
10.0.0.1 , 10.0.0.1 , 1.876 , 16/11/2018 00:06:26 UTC  
nuq04s29-in-x0e.1e100.net (2607:f8b0:4005:801::200e , google.com , 14.553 , 16/11/2018 00:06:28 UTC  
media-router-fp1.prod1.media.vip.ne1.yahoo.com (2001:4998:44:41d::3 , yahoo.com , 49.298 , 16/11/2018 00:06:31 UTC  
2606:4700:30::681f:5f3b (2606:4700:30::681f:5f3b , aline.com , 16.277 , 16/11/2018 00:06:33 UTC  
64.28.108.203 , vatican.com , 58.676 , 16/11/2018 00:06:35 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.881 , 16/11/2018 00:06:37 UTC  
nuq04s29-in-x01.1e100.net (2607:f8b0:4005:801::2001 , navycaptain-therealnavy.blogspot.com , 14.298 , 16/11/2018 00:06:39 UTC  
10.0.0.1 , 10.0.0.1 , 2.219 , 16/11/2018 00:06:51 UTC  
nuq04s29-in-x0e.1e100.net (2607:f8b0:4005:801::200e , google.com , 17.753 , 16/11/2018 00:06:53 UTC  
media-router-fp2.prod1.media.vip.gq1.yahoo.com (2001:4998:c:1023::5 , yahoo.com , 33.907 , 16/11/2018 00:06:55 UTC  
2606:4700:30::681f:5e3b (2606:4700:30::681f:5e3b , aline.com , 13.755 , 16/11/2018 00:06:57 UTC  
64.28.108.203 , vatican.com , 58.775 , 16/11/2018 00:06:59 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.462 , 16/11/2018 00:07:02 UTC  
nuq04s29-in-x01.1e100.net (2607:f8b0:4005:801::2001 , navycaptain-therealnavy.blogspot.com , 13.845 , 16/11/2018 00:07:04 UTC  
10.0.0.1 , 10.0.0.1 , 1.930 , 16/11/2018 00:07:16 UTC  
nuq04s29-in-x0e.1e100.net (2607:f8b0:4005:801::200e , google.com , 14.894 , 16/11/2018 00:07:18 UTC  
media-router-fp1.prod1.media.vip.gq1.yahoo.com (2001:4998:c:1023::4 , yahoo.com , 38.273 , 16/11/2018 00:07:20 UTC  
2606:4700:30::681f:5f3b (2606:4700:30::681f:5f3b , aline.com , 17.515 , 16/11/2018 00:07:22 UTC  
64.28.108.203 , vatican.com , 58.898 , 16/11/2018 00:07:24 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.202 , 16/11/2018 00:07:26 UTC  
nuq04s29-in-x01.1e100.net (2607:f8b0:4005:801::2001 , navycaptain-therealnavy.blogspot.com , 17.253 , 16/11/2018 00:07:28 UTC  
10.0.0.1 , 10.0.0.1 , 1.819 , 16/11/2018 00:07:41 UTC  
nuq04s29-in-x0e.1e100.net (2607:f8b0:4005:801::200e , google.com , 14.165 , 16/11/2018 00:07:43 UTC  
media-router-fp2.prod1.media.vip.bf1.yahoo.com (2001:4998:58:1836::11 , yahoo.com , 82.433 , 16/11/2018 00:07:45 UTC  
2606:4700:30::681f:5e3b (2606:4700:30::681f:5e3b , aline.com , 14.319 , 16/11/2018 00:07:47 UTC  
64.28.108.203 , vatican.com , 58.698 , 16/11/2018 00:07:49 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.257 , 16/11/2018 00:07:51 UTC  
nuq04s29-in-x01.1e100.net (2607:f8b0:4005:801::2001 , navycaptain-therealnavy.blogspot.com , 14.368 , 16/11/2018 00:07:53 UTC  
10.0.0.1 , 10.0.0.1 , 2.050 , 16/11/2018 00:08:05 UTC  
nuq04s29-in-x0e.1e100.net (2607:f8b0:4005:801::200e , google.com , 14.235 , 16/11/2018 00:08:07 UTC  
media-router-fp2.prod1.media.vip.ne1.yahoo.com (2001:4998:44:41d::4 , yahoo.com , 62.591 , 16/11/2018 00:08:09 UTC  
2606:4700:30::681f:5f3b (2606:4700:30::681f:5f3b , aline.com , 14.460 , 16/11/2018 00:08:11 UTC  
64.28.108.203 , vatican.com , 58.488 , 16/11/2018 00:08:14 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.863 , 16/11/2018 00:08:16 UTC  
nuq04s29-in-x01.1e100.net (2607:f8b0:4005:801::2001 , navycaptain-therealnavy.blogspot.com , 14.613 , 16/11/2018 00:08:18 UTC  
10.0.0.1 , 10.0.0.1 , 1.929 , 16/11/2018 00:08:30 UTC  
nuq04s29-in-x0e.1e100.net (2607:f8b0:4005:801::200e , google.com , 14.370 , 16/11/2018 00:08:32 UTC  
media-router-fp1.prod1.media.vip.bf1.yahoo.com (2001:4998:58:1836::10 , yahoo.com , 81.944 , 16/11/2018 00:08:34 UTC  
2606:4700:30::681f:5e3b (2606:4700:30::681f:5e3b , aline.com , 14.813 , 16/11/2018 00:08:36 UTC  
64.28.108.203 , vatican.com , 58.415 , 16/11/2018 00:08:38 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.312 , 16/11/2018 00:08:40 UTC  
nuq04s29-in-x01.1e100.net (2607:f8b0:4005:801::2001 , navycaptain-therealnavy.blogspot.com , 14.044 , 16/11/2018 00:08:43 UTC  
10.0.0.1 , 10.0.0.1 , 2.042 , 16/11/2018 00:08:55 UTC  
nuq04s29-in-x0e.1e100.net (2607:f8b0:4005:801::200e , google.com , 16.577 , 16/11/2018 00:08:57 UTC  
media-router-fp1.prod1.media.vip.ne1.yahoo.com (2001:4998:44:41d::3 , yahoo.com , 49.110 , 16/11/2018 00:08:59 UTC  
2606:4700:30::681f:5f3b (2606:4700:30::681f:5f3b , aline.com , 14.146 , 16/11/2018 00:09:01 UTC  
64.28.108.203 , vatican.com , 58.712 , 16/11/2018 00:09:03 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 16.563 , 16/11/2018 00:09:05 UTC  
nuq04s29-in-x01.1e100.net (2607:f8b0:4005:801::2001 , navycaptain-therealnavy.blogspot.com , 13.819 , 16/11/2018 00:09:07 UTC  
10.0.0.1 , 10.0.0.1 , 1.826 , 16/11/2018 00:09:19 UTC  
nuq04s29-in-x0e.1e100.net (2607:f8b0:4005:801::200e , google.com , 13.941 , 16/11/2018 00:09:21 UTC  
media-router-fp2.prod1.media.vip.gq1.yahoo.com (2001:4998:c:1023::5 , yahoo.com , 34.815 , 16/11/2018 00:09:23 UTC  
2606:4700:30::681f:5e3b (2606:4700:30::681f:5e3b , aline.com , 14.123 , 16/11/2018 00:09:26 UTC  
64.28.108.203 , vatican.com , 63.236 , 16/11/2018 00:09:28 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.400 , 16/11/2018 00:09:30 UTC  
nuq04s29-in-x01.1e100.net (2607:f8b0:4005:801::2001 , navycaptain-therealnavy.blogspot.com , 14.420 , 16/11/2018 00:09:32 UTC  
10.0.0.1 , 10.0.0.1 , 2.015 , 16/11/2018 00:09:44 UTC  
nuq04s29-in-x0e.1e100.net (2607:f8b0:4005:801::200e , google.com , 14.880 , 16/11/2018 00:09:46 UTC  
media-router-fp1.prod1.media.vip.gq1.yahoo.com (2001:4998:c:1023::4 , yahoo.com , 34.788 , 16/11/2018 00:09:48 UTC  
2606:4700:30::681f:5f3b (2606:4700:30::681f:5f3b , aline.com , 14.779 , 16/11/2018 00:09:50 UTC  
64.28.108.203 , vatican.com , 58.649 , 16/11/2018 00:09:52 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 15.643 , 16/11/2018 00:09:54 UTC  
nuq04s29-in-x01.1e100.net (2607:f8b0:4005:801::2001 , navycaptain-therealnavy.blogspot.com , 13.769 , 16/11/2018 00:09:57 UTC  
10.0.0.1 , 10.0.0.1 , 2.146 , 16/11/2018 00:10:09 UTC  
nuq04s29-in-x0e.1e100.net (2607:f8b0:4005:801::200e , google.com , 13.849 , 16/11/2018 00:10:11 UTC  
media-router-fp2.prod1.media.vip.bf1.yahoo.com (2001:4998:58:1836::11 , yahoo.com , 87.217 , 16/11/2018 00:10:13 UTC  
2606:4700:30::681f:5e3b (2606:4700:30::681f:5e3b , aline.com , 14.353 , 16/11/2018 00:10:15 UTC  
64.28.108.203 , vatican.com , 61.938 , 16/11/2018 00:10:17 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.467 , 16/11/2018 00:10:19 UTC  
nuq04s29-in-x01.1e100.net (2607:f8b0:4005:801::2001 , navycaptain-therealnavy.blogspot.com , 15.139 , 16/11/2018 00:10:21 UTC  
10.0.0.1 , 10.0.0.1 , 1.856 , 16/11/2018 00:10:34 UTC  
nuq04s29-in-x0e.1e100.net (2607:f8b0:4005:801::200e , google.com , 14.422 , 16/11/2018 00:10:36 UTC  
media-router-fp2.prod1.media.vip.ne1.yahoo.com (2001:4998:44:41d::4 , yahoo.com , 59.938 , 16/11/2018 00:10:38 UTC  
2606:4700:30::681f:5f3b (2606:4700:30::681f:5f3b , aline.com , 17.528 , 16/11/2018 00:10:40 UTC  
64.28.108.203 , vatican.com , 58.157 , 16/11/2018 00:10:42 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.797 , 16/11/2018 00:10:44 UTC  
nuq04s29-in-x01.1e100.net (2607:f8b0:4005:801::2001 , navycaptain-therealnavy.blogspot.com , 14.643 , 16/11/2018 00:10:46 UTC  
10.0.0.1 , 10.0.0.1 , 2.091 , 16/11/2018 00:10:58 UTC  
nuq04s29-in-x0e.1e100.net (2607:f8b0:4005:801::200e , google.com , 16.262 , 16/11/2018 00:11:00 UTC  
media-router-fp1.prod1.media.vip.bf1.yahoo.com (2001:4998:58:1836::10 , yahoo.com , 84.623 , 16/11/2018 00:11:02 UTC  
2606:4700:30::681f:5e3b (2606:4700:30::681f:5e3b , aline.com , 14.076 , 16/11/2018 00:11:04 UTC  
64.28.108.203 , vatican.com , 58.379 , 16/11/2018 00:11:07 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 13.923 , 16/11/2018 00:11:09 UTC  
nuq04s29-in-x01.1e100.net (2607:f8b0:4005:801::2001 , navycaptain-therealnavy.blogspot.com , 14.701 , 16/11/2018 00:11:11 UTC  
10.0.0.1 , 10.0.0.1 , 1.851 , 16/11/2018 00:11:23 UTC  
nuq04s29-in-x0e.1e100.net (2607:f8b0:4005:801::200e , google.com , 16.611 , 16/11/2018 00:11:25 UTC  
media-router-fp1.prod1.media.vip.ne1.yahoo.com (2001:4998:44:41d::3 , yahoo.com , 51.662 , 16/11/2018 00:11:27 UTC  
2606:4700:30::681f:5f3b (2606:4700:30::681f:5f3b , aline.com , 15.315 , 16/11/2018 00:11:29 UTC  
64.28.108.203 , vatican.com , 58.516 , 16/11/2018 00:11:31 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.736 , 16/11/2018 00:11:33 UTC  
nuq04s29-in-x01.1e100.net (2607:f8b0:4005:801::2001 , navycaptain-therealnavy.blogspot.com , 14.707 , 16/11/2018 00:11:35 UTC  
10.0.0.1 , 10.0.0.1 , 2.063 , 16/11/2018 00:11:47 UTC  
nuq04s29-in-x0e.1e100.net (2607:f8b0:4005:801::200e , google.com , 14.670 , 16/11/2018 00:11:50 UTC  
media-router-fp2.prod1.media.vip.gq1.yahoo.com (2001:4998:c:1023::5 , yahoo.com , 34.332 , 16/11/2018 00:11:52 UTC  
2606:4700:30::681f:5e3b (2606:4700:30::681f:5e3b , aline.com , 14.685 , 16/11/2018 00:11:54 UTC  
64.28.108.203 , vatican.com , 58.002 , 16/11/2018 00:11:56 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 16.655 , 16/11/2018 00:11:58 UTC  
nuq04s29-in-x01.1e100.net (2607:f8b0:4005:801::2001 , navycaptain-therealnavy.blogspot.com , 14.647 , 16/11/2018 00:12:00 UTC  
10.0.0.1 , 10.0.0.1 , 1.863 , 16/11/2018 00:12:12 UTC  
nuq04s29-in-x0e.1e100.net (2607:f8b0:4005:801::200e , google.com , 13.902 , 16/11/2018 00:12:14 UTC  
media-router-fp1.prod1.media.vip.gq1.yahoo.com (2001:4998:c:1023::4 , yahoo.com , 34.854 , 16/11/2018 00:12:16 UTC  
2606:4700:30::681f:5f3b (2606:4700:30::681f:5f3b , aline.com , 14.226 , 16/11/2018 00:12:18 UTC  
64.28.108.203 , vatican.com , 58.542 , 16/11/2018 00:12:20 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.261 , 16/11/2018 00:12:23 UTC  
nuq04s29-in-x01.1e100.net (2607:f8b0:4005:801::2001 , navycaptain-therealnavy.blogspot.com , 14.417 , 16/11/2018 00:12:25 UTC  
10.0.0.1 , 10.0.0.1 , 2.109 , 16/11/2018 00:12:37 UTC  
nuq04s29-in-x0e.1e100.net (2607:f8b0:4005:801::200e , google.com , 13.763 , 16/11/2018 00:12:39 UTC  
media-router-fp2.prod1.media.vip.bf1.yahoo.com (2001:4998:58:1836::11 , yahoo.com , 82.284 , 16/11/2018 00:12:41 UTC  
2606:4700:30::681f:5e3b (2606:4700:30::681f:5e3b , aline.com , 16.518 , 16/11/2018 00:12:43 UTC  
64.28.108.203 , vatican.com , 58.693 , 16/11/2018 00:12:45 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 15.413 , 16/11/2018 00:12:47 UTC  
nuq04s29-in-x01.1e100.net (2607:f8b0:4005:801::2001 , navycaptain-therealnavy.blogspot.com , 14.488 , 16/11/2018 00:12:49 UTC  
10.0.0.1 , 10.0.0.1 , 2.000 , 16/11/2018 00:13:02 UTC  
nuq04s29-in-x0e.1e100.net (2607:f8b0:4005:801::200e , google.com , 14.355 , 16/11/2018 00:13:04 UTC  
media-router-fp2.prod1.media.vip.ne1.yahoo.com (2001:4998:44:41d::4 , yahoo.com , 62.779 , 16/11/2018 00:13:06 UTC  
2606:4700:30::681f:5f3b (2606:4700:30::681f:5f3b , aline.com , 15.164 , 16/11/2018 00:13:08 UTC  
64.28.108.203 , vatican.com , 58.969 , 16/11/2018 00:13:10 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.550 , 16/11/2018 00:13:12 UTC  
nuq04s29-in-x01.1e100.net (2607:f8b0:4005:801::2001 , navycaptain-therealnavy.blogspot.com , 16.595 , 16/11/2018 00:13:14 UTC  
10.0.0.1 , 10.0.0.1 , 1.916 , 16/11/2018 00:13:26 UTC  
nuq04s29-in-x0e.1e100.net (2607:f8b0:4005:801::200e , google.com , 14.737 , 16/11/2018 00:13:28 UTC  
