script starting at 30/11/2018 00:00:06 UTC
from this device:
uid=0(root) gid=0(root) groups=0(root)
10.0.0.1 , 10.0.0.1 , 1.883 , 30/11/2018 00:00:06 UTC  
10.0.0.1 , 10.0.0.1 , 1.889 , 30/11/2018 00:05:12 UTC  
sfo03s18-in-x0e.1e100.net (2607:f8b0:4005:80b::200e , google.com , 14.963 , 30/11/2018 00:05:14 UTC  
media-router-fp1.prod1.media.vip.bf1.yahoo.com (2001:4998:58:1836::10 , yahoo.com , 87.924 , 30/11/2018 00:05:16 UTC  
2606:4700:30::681f:5e3b (2606:4700:30::681f:5e3b , aline.com , 14.909 , 30/11/2018 00:05:18 UTC  
64.28.108.203 , vatican.com , 60.952 , 30/11/2018 00:05:20 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.586 , 30/11/2018 00:05:22 UTC  
sfo03s18-in-x01.1e100.net (2607:f8b0:4005:80b::2001 , navycaptain-therealnavy.blogspot.com , 14.366 , 30/11/2018 00:05:25 UTC  
10.0.0.1 , 10.0.0.1 , 1.801 , 30/11/2018 00:05:37 UTC  
sfo03s18-in-x0e.1e100.net (2607:f8b0:4005:80b::200e , google.com , 14.333 , 30/11/2018 00:05:39 UTC  
media-router-fp2.prod1.media.vip.bf1.yahoo.com (2001:4998:58:1836::11 , yahoo.com , 88.170 , 30/11/2018 00:05:41 UTC  
2606:4700:30::681f:5f3b (2606:4700:30::681f:5f3b , aline.com , 14.310 , 30/11/2018 00:05:43 UTC  
64.28.108.203 , vatican.com , 59.070 , 30/11/2018 00:05:45 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.290 , 30/11/2018 00:05:47 UTC  
sfo03s18-in-x01.1e100.net (2607:f8b0:4005:80b::2001 , navycaptain-therealnavy.blogspot.com , 19.125 , 30/11/2018 00:05:49 UTC  
10.0.0.1 , 10.0.0.1 , 1.929 , 30/11/2018 00:06:01 UTC  
sfo03s18-in-x0e.1e100.net (2607:f8b0:4005:80b::200e , google.com , 14.967 , 30/11/2018 00:06:03 UTC  
media-router-fp2.prod1.media.vip.ne1.yahoo.com (2001:4998:44:41d::4 , yahoo.com , 48.554 , 30/11/2018 00:06:06 UTC  
2606:4700:30::681f:5e3b (2606:4700:30::681f:5e3b , aline.com , 14.602 , 30/11/2018 00:06:08 UTC  
64.28.108.203 , vatican.com , 58.879 , 30/11/2018 00:06:10 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 19.735 , 30/11/2018 00:06:12 UTC  
sfo03s18-in-x01.1e100.net (2607:f8b0:4005:80b::2001 , navycaptain-therealnavy.blogspot.com , 14.975 , 30/11/2018 00:06:14 UTC  
10.0.0.1 , 10.0.0.1 , 1.984 , 30/11/2018 00:06:26 UTC  
sfo03s18-in-x0e.1e100.net (2607:f8b0:4005:80b::200e , google.com , 14.498 , 30/11/2018 00:06:28 UTC  
media-router-fp1.prod1.media.vip.gq1.yahoo.com (2001:4998:c:1023::4 , yahoo.com , 34.950 , 30/11/2018 00:06:30 UTC  
2606:4700:30::681f:5f3b (2606:4700:30::681f:5f3b , aline.com , 14.746 , 30/11/2018 00:06:32 UTC  
64.28.108.203 , vatican.com , 58.597 , 30/11/2018 00:06:34 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 15.096 , 30/11/2018 00:06:37 UTC  
sfo03s18-in-x01.1e100.net (2607:f8b0:4005:80b::2001 , navycaptain-therealnavy.blogspot.com , 14.595 , 30/11/2018 00:06:39 UTC  
10.0.0.1 , 10.0.0.1 , 1.909 , 30/11/2018 00:06:51 UTC  
sfo03s18-in-x0e.1e100.net (2607:f8b0:4005:80b::200e , google.com , 15.331 , 30/11/2018 00:06:53 UTC  
media-router-fp2.prod1.media.vip.gq1.yahoo.com (2001:4998:c:1023::5 , yahoo.com , 34.944 , 30/11/2018 00:06:55 UTC  
2606:4700:30::681f:5e3b (2606:4700:30::681f:5e3b , aline.com , 14.458 , 30/11/2018 00:06:57 UTC  
64.28.108.203 , vatican.com , 58.347 , 30/11/2018 00:06:59 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.962 , 30/11/2018 00:07:01 UTC  
sfo03s18-in-x01.1e100.net (2607:f8b0:4005:80b::2001 , navycaptain-therealnavy.blogspot.com , 14.753 , 30/11/2018 00:07:03 UTC  
10.0.0.1 , 10.0.0.1 , 1.904 , 30/11/2018 00:07:15 UTC  
sfo03s07-in-x0e.1e100.net (2607:f8b0:4005:808::200e , google.com , 14.798 , 30/11/2018 00:07:17 UTC  
media-router-fp1.prod1.media.vip.ne1.yahoo.com (2001:4998:44:41d::3 , yahoo.com , 62.901 , 30/11/2018 00:07:20 UTC  
2606:4700:30::681f:5f3b (2606:4700:30::681f:5f3b , aline.com , 15.206 , 30/11/2018 00:07:22 UTC  
64.28.108.203 , vatican.com , 61.028 , 30/11/2018 00:07:24 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.288 , 30/11/2018 00:07:26 UTC  
lax02s23-in-x01.1e100.net (2607:f8b0:4007:80b::2001 , navycaptain-therealnavy.blogspot.com , 21.293 , 30/11/2018 00:07:28 UTC  
10.0.0.1 , 10.0.0.1 , 2.398 , 30/11/2018 00:07:41 UTC  
sfo03s07-in-x0e.1e100.net (2607:f8b0:4005:808::200e , google.com , 14.971 , 30/11/2018 00:07:43 UTC  
media-router-fp1.prod1.media.vip.bf1.yahoo.com (2001:4998:58:1836::10 , yahoo.com , 87.529 , 30/11/2018 00:07:45 UTC  
2606:4700:30::681f:5e3b (2606:4700:30::681f:5e3b , aline.com , 14.665 , 30/11/2018 00:07:48 UTC  
64.28.108.203 , vatican.com , 58.787 , 30/11/2018 00:07:50 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.513 , 30/11/2018 00:07:52 UTC  
lax02s23-in-x01.1e100.net (2607:f8b0:4007:80b::2001 , navycaptain-therealnavy.blogspot.com , 23.631 , 30/11/2018 00:07:54 UTC  
10.0.0.1 , 10.0.0.1 , 2.127 , 30/11/2018 00:08:06 UTC  
sfo03s07-in-x0e.1e100.net (2607:f8b0:4005:808::200e , google.com , 14.418 , 30/11/2018 00:08:08 UTC  
media-router-fp2.prod1.media.vip.bf1.yahoo.com (2001:4998:58:1836::11 , yahoo.com , 89.073 , 30/11/2018 00:08:11 UTC  
2606:4700:30::681f:5f3b (2606:4700:30::681f:5f3b , aline.com , 14.809 , 30/11/2018 00:08:13 UTC  
64.28.108.203 , vatican.com , 58.458 , 30/11/2018 00:08:15 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.253 , 30/11/2018 00:08:17 UTC  
lax02s23-in-x01.1e100.net (2607:f8b0:4007:80b::2001 , navycaptain-therealnavy.blogspot.com , 24.316 , 30/11/2018 00:08:19 UTC  
10.0.0.1 , 10.0.0.1 , 1.975 , 30/11/2018 00:08:31 UTC  
sfo03s07-in-x0e.1e100.net (2607:f8b0:4005:808::200e , google.com , 15.286 , 30/11/2018 00:08:33 UTC  
media-router-fp2.prod1.media.vip.ne1.yahoo.com (2001:4998:44:41d::4 , yahoo.com , 48.396 , 30/11/2018 00:08:36 UTC  
2606:4700:30::681f:5e3b (2606:4700:30::681f:5e3b , aline.com , 14.570 , 30/11/2018 00:08:38 UTC  
64.28.108.203 , vatican.com , 60.626 , 30/11/2018 00:08:40 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.659 , 30/11/2018 00:08:42 UTC  
sfo03s07-in-x01.1e100.net (2607:f8b0:4005:808::2001 , navycaptain-therealnavy.blogspot.com , 14.650 , 30/11/2018 00:08:44 UTC  
10.0.0.1 , 10.0.0.1 , 1.914 , 30/11/2018 00:08:56 UTC  
sfo03s07-in-x0e.1e100.net (2607:f8b0:4005:808::200e , google.com , 14.301 , 30/11/2018 00:08:58 UTC  
media-router-fp1.prod1.media.vip.gq1.yahoo.com (2001:4998:c:1023::4 , yahoo.com , 34.835 , 30/11/2018 00:09:00 UTC  
2606:4700:30::681f:5f3b (2606:4700:30::681f:5f3b , aline.com , 14.754 , 30/11/2018 00:09:03 UTC  
64.28.108.203 , vatican.com , 63.065 , 30/11/2018 00:09:05 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.675 , 30/11/2018 00:09:07 UTC  
sfo03s07-in-x01.1e100.net (2607:f8b0:4005:808::2001 , navycaptain-therealnavy.blogspot.com , 16.546 , 30/11/2018 00:09:09 UTC  
10.0.0.1 , 10.0.0.1 , 2.132 , 30/11/2018 00:09:21 UTC  
sfo03s07-in-x0e.1e100.net (2607:f8b0:4005:808::200e , google.com , 14.321 , 30/11/2018 00:09:23 UTC  
media-router-fp2.prod1.media.vip.gq1.yahoo.com (2001:4998:c:1023::5 , yahoo.com , 34.893 , 30/11/2018 00:09:25 UTC  
2606:4700:30::681f:5e3b (2606:4700:30::681f:5e3b , aline.com , 14.816 , 30/11/2018 00:09:27 UTC  
64.28.108.203 , vatican.com , 58.527 , 30/11/2018 00:09:29 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.711 , 30/11/2018 00:09:31 UTC  
sfo03s07-in-x01.1e100.net (2607:f8b0:4005:808::2001 , navycaptain-therealnavy.blogspot.com , 14.668 , 30/11/2018 00:09:34 UTC  
10.0.0.1 , 10.0.0.1 , 1.947 , 30/11/2018 00:09:46 UTC  
sfo03s07-in-x0e.1e100.net (2607:f8b0:4005:808::200e , google.com , 14.872 , 30/11/2018 00:09:48 UTC  
media-router-fp1.prod1.media.vip.ne1.yahoo.com (2001:4998:44:41d::3 , yahoo.com , 66.057 , 30/11/2018 00:09:50 UTC  
2606:4700:30::681f:5f3b (2606:4700:30::681f:5f3b , aline.com , 14.934 , 30/11/2018 00:09:52 UTC  
64.28.108.203 , vatican.com , 58.800 , 30/11/2018 00:09:54 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.649 , 30/11/2018 00:09:56 UTC  
sfo03s07-in-x01.1e100.net (2607:f8b0:4005:808::2001 , navycaptain-therealnavy.blogspot.com , 14.887 , 30/11/2018 00:09:58 UTC  
10.0.0.1 , 10.0.0.1 , 2.139 , 30/11/2018 00:10:11 UTC  
sfo03s07-in-x0e.1e100.net (2607:f8b0:4005:808::200e , google.com , 14.292 , 30/11/2018 00:10:13 UTC  
media-router-fp1.prod1.media.vip.bf1.yahoo.com (2001:4998:58:1836::10 , yahoo.com , 90.715 , 30/11/2018 00:10:15 UTC  
2606:4700:30::681f:5e3b (2606:4700:30::681f:5e3b , aline.com , 16.756 , 30/11/2018 00:10:17 UTC  
64.28.108.203 , vatican.com , 59.794 , 30/11/2018 00:10:19 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.598 , 30/11/2018 00:10:21 UTC  
sfo03s07-in-x01.1e100.net (2607:f8b0:4005:808::2001 , navycaptain-therealnavy.blogspot.com , 14.585 , 30/11/2018 00:10:23 UTC  
10.0.0.1 , 10.0.0.1 , 1.891 , 30/11/2018 00:10:35 UTC  
sfo03s07-in-x0e.1e100.net (2607:f8b0:4005:808::200e , google.com , 16.999 , 30/11/2018 00:10:37 UTC  
media-router-fp2.prod1.media.vip.bf1.yahoo.com (2001:4998:58:1836::11 , yahoo.com , 88.362 , 30/11/2018 00:10:39 UTC  
2606:4700:30::681f:5f3b (2606:4700:30::681f:5f3b , aline.com , 17.554 , 30/11/2018 00:10:42 UTC  
64.28.108.203 , vatican.com , 59.013 , 30/11/2018 00:10:44 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.723 , 30/11/2018 00:10:46 UTC  
sfo03s07-in-x01.1e100.net (2607:f8b0:4005:808::2001 , navycaptain-therealnavy.blogspot.com , 16.231 , 30/11/2018 00:10:48 UTC  
10.0.0.1 , 10.0.0.1 , 2.000 , 30/11/2018 00:11:00 UTC  
sfo03s07-in-x0e.1e100.net (2607:f8b0:4005:808::200e , google.com , 14.480 , 30/11/2018 00:11:02 UTC  
media-router-fp2.prod1.media.vip.ne1.yahoo.com (2001:4998:44:41d::4 , yahoo.com , 51.115 , 30/11/2018 00:11:04 UTC  
2606:4700:30::681f:5e3b (2606:4700:30::681f:5e3b , aline.com , 16.722 , 30/11/2018 00:11:06 UTC  
64.28.108.203 , vatican.com , 58.483 , 30/11/2018 00:11:08 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.976 , 30/11/2018 00:11:11 UTC  
sfo03s07-in-x01.1e100.net (2607:f8b0:4005:808::2001 , navycaptain-therealnavy.blogspot.com , 14.382 , 30/11/2018 00:11:13 UTC  
10.0.0.1 , 10.0.0.1 , 2.270 , 30/11/2018 00:11:25 UTC  
sfo03s07-in-x0e.1e100.net (2607:f8b0:4005:808::200e , google.com , 14.337 , 30/11/2018 00:11:27 UTC  
media-router-fp1.prod1.media.vip.gq1.yahoo.com (2001:4998:c:1023::4 , yahoo.com , 35.511 , 30/11/2018 00:11:29 UTC  
2606:4700:30::681f:5f3b (2606:4700:30::681f:5f3b , aline.com , 15.409 , 30/11/2018 00:11:31 UTC  
64.28.108.203 , vatican.com , 59.006 , 30/11/2018 00:11:33 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 15.172 , 30/11/2018 00:11:35 UTC  
sfo03s07-in-x01.1e100.net (2607:f8b0:4005:808::2001 , navycaptain-therealnavy.blogspot.com , 14.625 , 30/11/2018 00:11:37 UTC  
10.0.0.1 , 10.0.0.1 , 2.342 , 30/11/2018 00:11:49 UTC  
sfo03s07-in-x0e.1e100.net (2607:f8b0:4005:808::200e , google.com , 19.097 , 30/11/2018 00:11:51 UTC  
media-router-fp2.prod1.media.vip.gq1.yahoo.com (2001:4998:c:1023::5 , yahoo.com , 36.675 , 30/11/2018 00:11:54 UTC  
2606:4700:30::681f:5e3b (2606:4700:30::681f:5e3b , aline.com , 14.082 , 30/11/2018 00:11:56 UTC  
64.28.108.203 , vatican.com , 58.388 , 30/11/2018 00:11:58 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.939 , 30/11/2018 00:12:00 UTC  
sfo03s07-in-x01.1e100.net (2607:f8b0:4005:808::2001 , navycaptain-therealnavy.blogspot.com , 14.577 , 30/11/2018 00:12:02 UTC  
10.0.0.1 , 10.0.0.1 , 1.872 , 30/11/2018 00:12:14 UTC  
sfo03s18-in-x0e.1e100.net (2607:f8b0:4005:80b::200e , google.com , 14.394 , 30/11/2018 00:12:16 UTC  
media-router-fp1.prod1.media.vip.ne1.yahoo.com (2001:4998:44:41d::3 , yahoo.com , 62.570 , 30/11/2018 00:12:18 UTC  
2606:4700:30::681f:5f3b (2606:4700:30::681f:5f3b , aline.com , 14.834 , 30/11/2018 00:12:20 UTC  
64.28.108.203 , vatican.com , 58.599 , 30/11/2018 00:12:22 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.234 , 30/11/2018 00:12:25 UTC  
sfo03s07-in-x01.1e100.net (2607:f8b0:4005:808::2001 , navycaptain-therealnavy.blogspot.com , 14.105 , 30/11/2018 00:12:27 UTC  
10.0.0.1 , 10.0.0.1 , 2.012 , 30/11/2018 00:12:39 UTC  
sfo03s18-in-x0e.1e100.net (2607:f8b0:4005:80b::200e , google.com , 14.321 , 30/11/2018 00:12:41 UTC  
media-router-fp1.prod1.media.vip.bf1.yahoo.com (2001:4998:58:1836::10 , yahoo.com , 88.044 , 30/11/2018 00:12:43 UTC  
2606:4700:30::681f:5e3b (2606:4700:30::681f:5e3b , aline.com , 14.902 , 30/11/2018 00:12:45 UTC  
64.28.108.203 , vatican.com , 59.235 , 30/11/2018 00:12:47 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.941 , 30/11/2018 00:12:49 UTC  
sfo03s07-in-x01.1e100.net (2607:f8b0:4005:808::2001 , navycaptain-therealnavy.blogspot.com , 16.808 , 30/11/2018 00:12:51 UTC  
10.0.0.1 , 10.0.0.1 , 1.849 , 30/11/2018 00:13:04 UTC  
sfo03s18-in-x0e.1e100.net (2607:f8b0:4005:80b::200e , google.com , 14.695 , 30/11/2018 00:13:06 UTC  
