script starting at 11/11/2018 00:00:09 UTC
from this device:
uid=0(root) gid=0(root) groups=0(root)
10.0.0.1 , 10.0.0.1 , 2.045 , 11/11/2018 00:00:09 UTC  
sfo03s01-in-x0e.1e100.net (2607:f8b0:4005:805::200e , google.com , 13.856 , 11/11/2018 00:00:11 UTC  
media-router-fp2.prod1.media.vip.gq1.yahoo.com (2001:4998:c:1023::5 , yahoo.com , 34.971 , 11/11/2018 00:00:13 UTC  
2606:4700:30::681f:5e3b (2606:4700:30::681f:5e3b , aline.com , 13.830 , 11/11/2018 00:00:15 UTC  
64.28.108.203 , vatican.com , 59.311 , 11/11/2018 00:00:18 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 16.879 , 11/11/2018 00:00:20 UTC  
sfo03s01-in-x01.1e100.net (2607:f8b0:4005:805::2001 , navycaptain-therealnavy.blogspot.com , 14.508 , 11/11/2018 00:00:22 UTC  
10.0.0.1 , 10.0.0.1 , 2.035 , 11/11/2018 00:00:34 UTC  
sfo03s01-in-x0e.1e100.net (2607:f8b0:4005:805::200e , google.com , 14.220 , 11/11/2018 00:00:36 UTC  
media-router-fp2.prod1.media.vip.ne1.yahoo.com (2001:4998:44:41d::4 , yahoo.com , 60.405 , 11/11/2018 00:00:38 UTC  
2606:4700:30::681f:5f3b (2606:4700:30::681f:5f3b , aline.com , 14.467 , 11/11/2018 00:00:40 UTC  
64.28.108.203 , vatican.com , 59.468 , 11/11/2018 00:00:42 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.794 , 11/11/2018 00:00:44 UTC  
sfo03s01-in-x01.1e100.net (2607:f8b0:4005:805::2001 , navycaptain-therealnavy.blogspot.com , 14.835 , 11/11/2018 00:00:47 UTC  
10.0.0.1 , 10.0.0.1 , 1.859 , 11/11/2018 00:00:59 UTC  
sfo03s01-in-x0e.1e100.net (2607:f8b0:4005:805::200e , google.com , 13.969 , 11/11/2018 00:01:01 UTC  
media-router-fp1.prod1.media.vip.gq1.yahoo.com (2001:4998:c:1023::4 , yahoo.com , 34.293 , 11/11/2018 00:01:03 UTC  
2606:4700:30::681f:5e3b (2606:4700:30::681f:5e3b , aline.com , 14.243 , 11/11/2018 00:01:05 UTC  
64.28.108.203 , vatican.com , 61.427 , 11/11/2018 00:01:07 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.084 , 11/11/2018 00:01:09 UTC  
sfo03s01-in-x01.1e100.net (2607:f8b0:4005:805::2001 , navycaptain-therealnavy.blogspot.com , 14.266 , 11/11/2018 00:01:11 UTC  
10.0.0.1 , 10.0.0.1 , 1.979 , 11/11/2018 00:01:24 UTC  
sfo03s01-in-x0e.1e100.net (2607:f8b0:4005:805::200e , google.com , 13.687 , 11/11/2018 00:01:26 UTC  
media-router-fp2.prod1.media.vip.bf1.yahoo.com (2001:4998:58:1836::11 , yahoo.com , 85.062 , 11/11/2018 00:01:28 UTC  
2606:4700:30::681f:5f3b (2606:4700:30::681f:5f3b , aline.com , 14.398 , 11/11/2018 00:01:30 UTC  
64.28.108.203 , vatican.com , 60.538 , 11/11/2018 00:01:33 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 15.028 , 11/11/2018 00:01:35 UTC  
sfo03s01-in-x01.1e100.net (2607:f8b0:4005:805::2001 , navycaptain-therealnavy.blogspot.com , 16.902 , 11/11/2018 00:01:37 UTC  
10.0.0.1 , 10.0.0.1 , 1.940 , 11/11/2018 00:01:49 UTC  
