script starting at 15/11/2018 00:00:09 UTC
from this device:
uid=0(root) gid=0(root) groups=0(root)
10.0.0.1 , 10.0.0.1 , 1.989 , 15/11/2018 00:00:09 UTC  
nuq04s29-in-x0e.1e100.net (2607:f8b0:4005:801::200e , google.com , 14.151 , 15/11/2018 00:00:11 UTC  
media-router-fp1.prod1.media.vip.bf1.yahoo.com (2001:4998:58:1836::10 , yahoo.com , 82.199 , 15/11/2018 00:00:13 UTC  
2606:4700:30::681f:5f3b (2606:4700:30::681f:5f3b , aline.com , 15.326 , 15/11/2018 00:00:16 UTC  
64.28.108.203 , vatican.com , 58.606 , 15/11/2018 00:00:18 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.544 , 15/11/2018 00:00:20 UTC  
nuq04s29-in-x01.1e100.net (2607:f8b0:4005:801::2001 , navycaptain-therealnavy.blogspot.com , 14.403 , 15/11/2018 00:00:22 UTC  
10.0.0.1 , 10.0.0.1 , 2.215 , 15/11/2018 00:00:34 UTC  
nuq04s29-in-x0e.1e100.net (2607:f8b0:4005:801::200e , google.com , 14.396 , 15/11/2018 00:00:36 UTC  
media-router-fp2.prod1.media.vip.ne1.yahoo.com (2001:4998:44:41d::4 , yahoo.com , 60.357 , 15/11/2018 00:00:38 UTC  
2606:4700:30::681f:5e3b (2606:4700:30::681f:5e3b , aline.com , 17.082 , 15/11/2018 00:00:40 UTC  
64.28.108.203 , vatican.com , 59.003 , 15/11/2018 00:00:42 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 16.739 , 15/11/2018 00:00:45 UTC  
nuq04s29-in-x01.1e100.net (2607:f8b0:4005:801::2001 , navycaptain-therealnavy.blogspot.com , 20.000 , 15/11/2018 00:00:47 UTC  
10.0.0.1 , 10.0.0.1 , 1.969 , 15/11/2018 00:00:59 UTC  
nuq04s29-in-x0e.1e100.net (2607:f8b0:4005:801::200e , google.com , 16.688 , 15/11/2018 00:01:01 UTC  
media-router-fp1.prod1.media.vip.gq1.yahoo.com (2001:4998:c:1023::4 , yahoo.com , 34.719 , 15/11/2018 00:01:03 UTC  
2606:4700:30::681f:5f3b (2606:4700:30::681f:5f3b , aline.com , 15.175 , 15/11/2018 00:01:05 UTC  
64.28.108.203 , vatican.com , 59.991 , 15/11/2018 00:01:07 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.194 , 15/11/2018 00:01:09 UTC  
nuq04s29-in-x01.1e100.net (2607:f8b0:4005:801::2001 , navycaptain-therealnavy.blogspot.com , 14.526 , 15/11/2018 00:01:12 UTC  
10.0.0.1 , 10.0.0.1 , 2.085 , 15/11/2018 00:01:24 UTC  
nuq04s29-in-x0e.1e100.net (2607:f8b0:4005:801::200e , google.com , 14.837 , 15/11/2018 00:01:26 UTC  
media-router-fp2.prod1.media.vip.bf1.yahoo.com (2001:4998:58:1836::11 , yahoo.com , 82.864 , 15/11/2018 00:01:28 UTC  
2606:4700:30::681f:5e3b (2606:4700:30::681f:5e3b , aline.com , 13.714 , 15/11/2018 00:01:30 UTC  
64.28.108.203 , vatican.com , 59.369 , 15/11/2018 00:01:32 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 15.040 , 15/11/2018 00:01:35 UTC  
nuq04s29-in-x01.1e100.net (2607:f8b0:4005:801::2001 , navycaptain-therealnavy.blogspot.com , 14.894 , 15/11/2018 00:01:37 UTC  
10.0.0.1 , 10.0.0.1 , 1.990 , 15/11/2018 00:01:49 UTC  
nuq04s29-in-x0e.1e100.net (2607:f8b0:4005:801::200e , google.com , 14.830 , 15/11/2018 00:01:51 UTC  
