script starting at 25/11/2018 00:00:11 UTC
from this device:
uid=0(root) gid=0(root) groups=0(root)
10.0.0.1 , 10.0.0.1 , 2.436 , 25/11/2018 00:00:11 UTC  
sfo03s08-in-x0e.1e100.net (2607:f8b0:4005:809::200e , google.com , 14.891 , 25/11/2018 00:00:13 UTC  
media-router-fp2.prod1.media.vip.bf1.yahoo.com (2001:4998:58:1836::11 , yahoo.com , 90.992 , 25/11/2018 00:00:15 UTC  
2606:4700:30::681f:5f3b (2606:4700:30::681f:5f3b , aline.com , 17.781 , 25/11/2018 00:00:18 UTC  
64.28.108.203 , vatican.com , 59.856 , 25/11/2018 00:00:20 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 16.076 , 25/11/2018 00:00:22 UTC  
sfo03s08-in-x01.1e100.net (2607:f8b0:4005:809::2001 , navycaptain-therealnavy.blogspot.com , 17.572 , 25/11/2018 00:00:24 UTC  
10.0.0.1 , 10.0.0.1 , 2.214 , 25/11/2018 00:00:36 UTC  
sfo03s08-in-x0e.1e100.net (2607:f8b0:4005:809::200e , google.com , 14.888 , 25/11/2018 00:00:38 UTC  
media-router-fp2.prod1.media.vip.gq1.yahoo.com (2001:4998:c:1023::5 , yahoo.com , 35.000 , 25/11/2018 00:00:40 UTC  
2606:4700:30::681f:5e3b (2606:4700:30::681f:5e3b , aline.com , 14.460 , 25/11/2018 00:00:43 UTC  
64.28.108.203 , vatican.com , 61.153 , 25/11/2018 00:00:45 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.706 , 25/11/2018 00:00:47 UTC  
sfo03s08-in-x01.1e100.net (2607:f8b0:4005:809::2001 , navycaptain-therealnavy.blogspot.com , 14.469 , 25/11/2018 00:00:49 UTC  
10.0.0.1 , 10.0.0.1 , 2.162 , 25/11/2018 00:01:01 UTC  
sfo03s08-in-x0e.1e100.net (2607:f8b0:4005:809::200e , google.com , 14.840 , 25/11/2018 00:01:03 UTC  
media-router-fp2.prod1.media.vip.ne1.yahoo.com (2001:4998:44:41d::4 , yahoo.com , 48.480 , 25/11/2018 00:01:05 UTC  
2606:4700:30::681f:5f3b (2606:4700:30::681f:5f3b , aline.com , 15.117 , 25/11/2018 00:01:07 UTC  
64.28.108.203 , vatican.com , 58.464 , 25/11/2018 00:01:09 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 15.142 , 25/11/2018 00:01:12 UTC  
sfo03s08-in-x01.1e100.net (2607:f8b0:4005:809::2001 , navycaptain-therealnavy.blogspot.com , 17.668 , 25/11/2018 00:01:14 UTC  
10.0.0.1 , 10.0.0.1 , 1.949 , 25/11/2018 00:01:26 UTC  
sfo03s08-in-x0e.1e100.net (2607:f8b0:4005:809::200e , google.com , 14.561 , 25/11/2018 00:01:28 UTC  
media-router-fp1.prod1.media.vip.bf1.yahoo.com (2001:4998:58:1836::10 , yahoo.com , 87.771 , 25/11/2018 00:01:30 UTC  
2606:4700:30::681f:5e3b (2606:4700:30::681f:5e3b , aline.com , 14.115 , 25/11/2018 00:01:32 UTC  
64.28.108.203 , vatican.com , 60.814 , 25/11/2018 00:01:35 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.193 , 25/11/2018 00:01:37 UTC  
sfo03s08-in-x01.1e100.net (2607:f8b0:4005:809::2001 , navycaptain-therealnavy.blogspot.com , 14.222 , 25/11/2018 00:01:39 UTC  
10.0.0.1 , 10.0.0.1 , 1.937 , 25/11/2018 00:01:51 UTC  
sfo03s08-in-x0e.1e100.net (2607:f8b0:4005:809::200e , google.com , 14.088 , 25/11/2018 00:01:53 UTC  
media-router-fp1.prod1.media.vip.gq1.yahoo.com (2001:4998:c:1023::4 , yahoo.com , 35.008 , 25/11/2018 00:01:55 UTC  
2606:4700:30::681f:5f3b (2606:4700:30::681f:5f3b , aline.com , 15.474 , 25/11/2018 00:01:57 UTC  
64.28.108.203 , vatican.com , 60.875 , 25/11/2018 00:01:59 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.864 , 25/11/2018 00:02:02 UTC  
sfo03s08-in-x01.1e100.net (2607:f8b0:4005:809::2001 , navycaptain-therealnavy.blogspot.com , 14.520 , 25/11/2018 00:02:04 UTC  
10.0.0.1 , 10.0.0.1 , 1.881 , 25/11/2018 00:02:16 UTC  
sfo03s08-in-x0e.1e100.net (2607:f8b0:4005:809::200e , google.com , 14.657 , 25/11/2018 00:02:18 UTC  
media-router-fp1.prod1.media.vip.ne1.yahoo.com (2001:4998:44:41d::3 , yahoo.com , 70.140 , 25/11/2018 00:02:20 UTC  
2606:4700:30::681f:5e3b (2606:4700:30::681f:5e3b , aline.com , 14.165 , 25/11/2018 00:02:22 UTC  
64.28.108.203 , vatican.com , 59.062 , 25/11/2018 00:02:24 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 16.894 , 25/11/2018 00:02:26 UTC  
