script starting at 01/12/2018 00:00:16 UTC
from this device:
uid=1001(nettraff) gid=1001(nettraff) groups=1001(nettraff),4(adm),20(dialout),24(cdrom),27(sudo),29(audio),44(video),46(plugdev),60(games),100(users),101(input),108(netdev),997(gpio),998(i2c),999(spi),1000(pi)
10.0.0.1 , 10.0.0.1 , 0.645 , 01/12/2018 00:00:16 UTC  
sfo03s18-in-x0e.1e100.net (2607:f8b0:4005:80b::200e , google.com , 13.252 , 01/12/2018 00:00:19 UTC  
media-router-fp1.prod1.media.vip.bf1.yahoo.com (2001:4998:58:1836::10 , yahoo.com , 90.613 , 01/12/2018 00:00:21 UTC  
2606:4700:30::681f:5f3b (2606:4700:30::681f:5f3b , aline.com , 12.960 , 01/12/2018 00:00:23 UTC  
64.28.108.203 , vatican.com , 58.055 , 01/12/2018 00:00:25 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 13.783 , 01/12/2018 00:00:27 UTC  
sfo07s26-in-x01.1e100.net (2607:f8b0:4005:802::2001 , navycaptain-therealnavy.blogspot.com , 15.306 , 01/12/2018 00:00:29 UTC  
10.0.0.1 , 10.0.0.1 , 0.696 , 01/12/2018 00:00:41 UTC  
sfo07s16-in-x0e.1e100.net (2607:f8b0:4005:807::200e , google.com , 13.060 , 01/12/2018 00:00:43 UTC  
media-router-fp1.prod1.media.vip.ne1.yahoo.com (2001:4998:44:41d::3 , yahoo.com , 61.488 , 01/12/2018 00:00:45 UTC  
2606:4700:30::681f:5e3b (2606:4700:30::681f:5e3b , aline.com , 15.713 , 01/12/2018 00:00:48 UTC  
64.28.108.203 , vatican.com , 57.709 , 01/12/2018 00:00:50 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.386 , 01/12/2018 00:00:52 UTC  
sfo03s18-in-x01.1e100.net (2607:f8b0:4005:80b::2001 , navycaptain-therealnavy.blogspot.com , 13.038 , 01/12/2018 00:00:54 UTC  
10.0.0.1 , 10.0.0.1 , 1.087 , 01/12/2018 00:01:06 UTC  
sfo07s16-in-x0e.1e100.net (2607:f8b0:4005:807::200e , google.com , 15.067 , 01/12/2018 00:01:08 UTC  
media-router-fp1.prod1.media.vip.bf1.yahoo.com (2001:4998:58:1836::10 , yahoo.com , 91.142 , 01/12/2018 00:01:10 UTC  
2606:4700:30::681f:5f3b (2606:4700:30::681f:5f3b , aline.com , 14.123 , 01/12/2018 00:01:12 UTC  
64.28.108.203 , vatican.com , 60.238 , 01/12/2018 00:01:14 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 13.525 , 01/12/2018 00:01:17 UTC  
sfo07s26-in-x01.1e100.net (2607:f8b0:4005:802::2001 , navycaptain-therealnavy.blogspot.com , 13.000 , 01/12/2018 00:01:19 UTC  
10.0.0.1 , 10.0.0.1 , 0.894 , 01/12/2018 00:01:31 UTC  
sfo07s26-in-x0e.1e100.net (2607:f8b0:4005:802::200e , google.com , 14.413 , 01/12/2018 00:01:33 UTC  
media-router-fp2.prod1.media.vip.gq1.yahoo.com (2001:4998:c:1023::5 , yahoo.com , 34.091 , 01/12/2018 00:01:35 UTC  
2606:4700:30::681f:5e3b (2606:4700:30::681f:5e3b , aline.com , 13.482 , 01/12/2018 00:01:37 UTC  
64.28.108.203 , vatican.com , 57.828 , 01/12/2018 00:01:39 UTC  
edge-star-mini6-shv-01-sjc3.facebook.com (2a03:2880:f131:83:face:b00c:0:25de , facebook.com , 14.207 , 01/12/2018 00:01:41 UTC  
sfo07s26-in-x01.1e100.net (2607:f8b0:4005:802::2001 , navycaptain-therealnavy.blogspot.com , 14.922 , 01/12/2018 00:01:43 UTC  
10.0.0.1 , 10.0.0.1 , 1.026 , 01/12/2018 00:01:56 UTC  
sfo07s26-in-x0e.1e100.net (2607:f8b0:4005:802::200e , google.com , 14.294 , 01/12/2018 00:01:58 UTC  
